model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Q5,2019,37966,Semi-Auto,4293,Petrol,145,32.1,2.0
 A3,2017,16900,Semi-Auto,24153,Diesel,30,62.8,2.0
 Q3,2019,27900,Semi-Auto,3861,Diesel,145,48.7,2.0
 A1,2019,21500,Semi-Auto,5041,Petrol,145,44.8,1.5
 A3,2017,15699,Semi-Auto,19588,Diesel,145,70.6,1.6
 A3,2015,10499,Manual,69124,Diesel,30,67.3,2.0
 A5,2015,19000,Semi-Auto,20108,Diesel,200,46.3,3.0
 RS5,2018,53900,Semi-Auto,5876,Petrol,145,32.5,2.9
 Q2,2019,28900,Semi-Auto,6005,Petrol,145,33.2,2.0
 A1,2016,12900,Manual,27062,Petrol,30,55.4,1.4
 A3,2017,18900,Semi-Auto,27317,Petrol,150,56.5,1.5
 A3,2017,19900,Semi-Auto,32189,Petrol,150,56.5,1.5
 Q3,2017,21000,Semi-Auto,30418,Petrol,150,47.9,1.4
 A3,2016,13900,Manual,27984,Petrol,20,60.1,1.0
 Q2,2019,23900,Manual,2728,Petrol,150,43.5,1.5
 A7,2018,38500,Semi-Auto,19112,Petrol,150,39.8,3.0
 A1,2016,12831,Manual,29891,Diesel,0,76.3,1.6
 A8,2018,38572,Automatic,2249,Diesel,145,40.4,3.0
 Q2,2019,22986,Automatic,5313,Diesel,145,46.3,1.6
 A3,2018,27292,Semi-Auto,9101,Petrol,145,44.1,2.0
 Q2,2017,22632,Semi-Auto,15664,Diesel,145,57.7,2.0
 Q7,2017,37442,Semi-Auto,20801,Diesel,145,47.9,3.0
 Q5,2018,24582,Semi-Auto,62349,Petrol,145,40.9,2.0
 Q3,2016,15441,Manual,40600,Diesel,125,56.5,2.0
 Q5,2018,27942,Automatic,18049,Petrol,145,40.9,2.0
 Q3,2020,30210,Semi-Auto,1401,Diesel,145,48.7,2.0
 Q3,2020,31990,Semi-Auto,2166,Diesel,145,47.1,2.0
 Q3,2020,34210,Semi-Auto,1766,Petrol,145,31.7,2.0
 A1,2018,16012,Semi-Auto,28284,Petrol,145,56.5,1.4
 Q8,2019,56000,Automatic,9126,Diesel,145,33.6,3.0
 A6,2019,30000,Automatic,6101,Diesel,145,47.9,2.0
 Q8,2019,53000,Automatic,9002,Diesel,145,33.6,3.0
 A6,2017,19900,Semi-Auto,43113,Diesel,145,56.5,2.0
 A1,2019,21500,Semi-Auto,1843,Petrol,145,40.9,2.0
 A3,2017,24900,Semi-Auto,29834,Petrol,145,43.5,2.0
 Q5,2013,21950,Semi-Auto,49600,Diesel,260,41.5,3.0
 A6,2016,20190,Semi-Auto,13664,Diesel,30,61.4,2.0
 RS4,2015,29995,Semi-Auto,35905,Petrol,565,26.4,4.2
 Q5,2018,27777,Semi-Auto,13199,Diesel,145,55.4,2.0
 Q2,2019,20682,Semi-Auto,8396,Diesel,145,47.9,1.6
 Q5,2019,34412,Semi-Auto,5990,Diesel,145,38.2,2.0
 A1,2020,19610,Manual,877,Petrol,145,48.7,1.0
 R8,2020,133900,Semi-Auto,333,Petrol,145,21.4,5.2
 A3,2019,18900,Manual,514,Diesel,150,51.4,1.6
 A1,2014,11900,Manual,11855,Petrol,125,53.3,1.4
 TT,2017,20500,Manual,22299,Petrol,150,47.1,1.8
 Q2,2019,22500,Semi-Auto,4781,Petrol,150,43.5,1.0
 Q5,2016,32900,Semi-Auto,31267,Diesel,240,42.2,3.0
 A3,2019,31900,Semi-Auto,6457,Petrol,150,34.5,2.0
 A3,2019,34000,Semi-Auto,2000,Petrol,145,33.2,2.0
 A4,2020,52000,Automatic,1000,Diesel,145,40.9,3.0
 Q2,2019,21500,Manual,2000,Diesel,145,49.6,1.6
 A3,2019,23000,Semi-Auto,2000,Petrol,145,40.9,2.0
 Q3,2019,25000,Manual,2000,Petrol,145,40.9,1.5
 Q2,2019,22000,Manual,2000,Diesel,145,49.6,1.6
 Q5,2019,45000,Automatic,4920,Hybrid,135,117.7,2.0
 A3,2019,31500,Automatic,1000,Petrol,145,36.7,2.0
 Q2,2019,21500,Manual,1000,Diesel,145,47.9,1.6
 Q7,2020,78000,Automatic,1000,Diesel,145,30.1,4.0
 A4,2020,26000,Manual,1000,Petrol,145,39.2,2.0
 A4,2020,34500,Semi-Auto,1000,Diesel,145,45.6,2.0
 A8,2020,48500,Semi-Auto,2000,Diesel,145,39.2,3.0
 Q5,2020,37000,Semi-Auto,1000,Diesel,145,38.2,2.0
 Q2,2020,24000,Manual,1000,Petrol,145,43.5,1.0
 Q2,2020,26000,Semi-Auto,1000,Diesel,145,46.3,2.0
 Q3,2019,26000,Manual,2000,Diesel,145,42.8,2.0
 A5,2019,34500,Semi-Auto,2000,Petrol,145,37.7,2.0
 A4,2020,31500,Semi-Auto,1000,Diesel,145,53.3,2.0
 A4,2020,28500,Manual,1000,Petrol,145,39.2,2.0
 A3,2019,23000,Semi-Auto,2000,Petrol,145,40.9,2.0
 A4,2020,25000,Manual,1000,Petrol,145,42.2,2.0
 A3,2019,18700,Manual,11337,Diesel,150,55.4,2.0
 Q3,2017,21500,Semi-Auto,10239,Diesel,165,50.4,2.0
 Q3,2016,18800,Manual,20871,Petrol,150,49.6,1.4
 TT,2020,49000,Semi-Auto,4060,Petrol,145,30.7,2.5
 Q7,2019,69000,Automatic,1,Diesel,145,30.1,4.0
 A3,2019,24000,Semi-Auto,3058,Petrol,145,42.2,1.5
 A3,2019,24500,Semi-Auto,2246,Petrol,145,43.5,1.5
 A3,2016,14700,Manual,22288,Petrol,20,60.1,1.0
 Q3,2017,17900,Manual,30624,Petrol,125,51.4,1.4
 TT,2020,29000,Semi-Auto,1000,Petrol,145,40.9,2.0
 Q3,2020,28500,Semi-Auto,1000,Diesel,145,47.1,2.0
 Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2.0
 A3,2019,30500,Semi-Auto,266,Petrol,150,34.9,2.0
 A1,2018,14900,Manual,14992,Petrol,150,55.4,1.4
 A4,2017,22800,Semi-Auto,20541,Petrol,150,50.4,2.0
 A6,2019,32500,Semi-Auto,11698,Diesel,150,39.8,3.0
 Q5,2019,35900,Semi-Auto,2369,Diesel,150,38.2,2.0
 A3,2019,22900,Manual,2455,Diesel,150,52.3,1.6
 Q5,2019,35900,Semi-Auto,3258,Diesel,150,38.2,2.0
 A5,2020,30000,Semi-Auto,1000,Diesel,145,47.1,2.0
 A5,2020,38000,Semi-Auto,1000,Diesel,145,50.4,2.0
 A5,2020,30000,Semi-Auto,1000,Diesel,145,50.4,2.0
 A1,2019,22900,Semi-Auto,3300,Petrol,150,40.9,2.0
 A1,2016,16000,Semi-Auto,27618,Petrol,30,70.6,1.4
 Q8,2020,58000,Semi-Auto,2000,Diesel,145,33.6,3.0
 Q7,2020,52000,Semi-Auto,1000,Diesel,145,33.2,3.0
 Q3,2020,38000,Semi-Auto,2000,Petrol,145,30.7,2.0
 Q3,2018,18900,Manual,8560,Petrol,145,51.4,1.4
 A6,2019,60000,Automatic,1000,Diesel,145,35.8,3.0
 A5,2019,32500,Automatic,1000,Diesel,145,47.1,2.0
 Q3,2019,25000,Manual,1000,Petrol,145,40.9,1.5
 A5,2020,31000,Semi-Auto,1000,Diesel,145,47.1,2.0
 A4,2020,44000,Semi-Auto,1000,Diesel,145,39.8,3.0
 A3,2020,26500,Manual,100,Diesel,145,52.3,1.6
 A4,2020,25500,Manual,1000,Petrol,145,42.2,2.0
 A4,2020,25500,Manual,1000,Petrol,145,42.2,2.0
 A5,2020,26500,Semi-Auto,5000,Diesel,145,47.1,2.0
 Q3,2020,30000,Manual,1000,Petrol,145,40.9,1.5
 Q2,2018,22800,Semi-Auto,7899,Petrol,150,52.3,1.4
 A4,2018,24900,Semi-Auto,40184,Diesel,150,60.1,2.0
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 Q3,2019,26000,Manual,3000,Diesel,145,42.8,2.0
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 Q3,2019,26000,Manual,1000,Diesel,145,42.8,2.0
 A5,2019,32000,Manual,2000,Petrol,145,37.2,2.0
 Q3,2019,31000,Manual,2000,Petrol,145,39.8,1.5
 A3,2019,31900,Semi-Auto,2839,Petrol,145,34.9,2.0
 A4,2019,24000,Manual,1000,Petrol,145,39.2,2.0
 A6,2019,31000,Automatic,9577,Diesel,145,47.9,2.0
 Q5,2019,35500,Semi-Auto,6273,Diesel,145,38.2,2.0
 A4,2019,25000,Automatic,1000,Petrol,145,38.2,2.0
 Q5,2019,34000,Automatic,5027,Diesel,145,38.2,2.0
 A5,2019,30000,Automatic,1000,Diesel,145,47.1,2.0
 A5,2019,28000,Automatic,6596,Diesel,145,47.1,2.0
 A3,2019,19700,Manual,4272,Diesel,145,51.4,1.6
 A5,2019,28500,Automatic,5374,Petrol,145,37.7,2.0
 A1,2015,13400,Semi-Auto,38461,Petrol,30,56.5,1.4
 A3,2019,23500,Semi-Auto,10897,Petrol,150,42.2,1.5
 A1,2017,12500,Manual,27560,Petrol,150,67.3,1.0
 A3,2019,22500,Semi-Auto,2061,Petrol,150,42.2,1.5
 A3,2016,14200,Manual,20185,Petrol,20,61.4,1.4
 A3,2017,18900,Manual,10950,Petrol,150,54.3,1.5
 Q3,2017,18900,Manual,12727,Petrol,150,51.4,1.4
 A1,2019,18500,Manual,1000,Petrol,150,51.4,1.0
 A3,2016,17800,Manual,38882,Petrol,30,56.5,1.4
 Q3,2018,23700,Semi-Auto,16437,Petrol,150,47.9,1.4
 A6,2018,23900,Semi-Auto,25105,Diesel,145,56.5,2.0
 Q3,2016,18500,Manual,37670,Petrol,145,49.6,1.4
 A3,2018,21200,Manual,2672,Petrol,145,42.2,1.5
 Q7,2019,44500,Automatic,13178,Diesel,145,32.8,3.0
 Q3,2019,25000,Manual,2000,Petrol,145,40.9,1.5
 Q5,2020,37000,Semi-Auto,2000,Diesel,145,38.2,2.0
 A5,2019,29500,Automatic,1000,Petrol,145,39.8,2.0
 Q3,2019,26000,Manual,1000,Diesel,145,42.8,2.0
 Q2,2019,21500,Manual,1000,Diesel,145,49.6,1.6
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 A5,2019,29950,Semi-Auto,1284,Petrol,145,39.8,2.0
 A3,2019,22950,Manual,1484,Diesel,145,51.4,1.6
 A5,2019,29950,Semi-Auto,3484,Diesel,145,51.4,2.0
 Q2,2017,17950,Semi-Auto,41193,Petrol,145,54.3,1.4
 Q5,2019,42450,Semi-Auto,8867,Diesel,145,36.2,2.0
 A6,2017,31850,Semi-Auto,13449,Diesel,145,43.5,3.0
 Q2,2017,19950,Manual,18315,Petrol,145,50.4,1.4
 Q3,2017,19950,Semi-Auto,26316,Petrol,145,47.9,1.4
 A4,2015,14950,Manual,53065,Diesel,30,61.4,2.0
 A7,2015,22450,Semi-Auto,55449,Diesel,160,52.3,3.0
 A4,2016,19750,Manual,27196,Diesel,30,62.8,2.0
 Q2,2017,19950,Manual,20559,Petrol,145,50.4,1.4
 A1,2016,19450,Manual,26436,Petrol,200,40.4,2.0
 Q3,2016,21950,Semi-Auto,28987,Petrol,200,40.4,2.0
 Q3,2016,19950,Semi-Auto,24319,Petrol,145,47.9,1.4
 A4,2016,20950,Semi-Auto,27800,Diesel,125,58.9,3.0
 A3,2016,15490,Semi-Auto,42300,Petrol,30,57.6,1.4
 Q3,2016,20994,Automatic,22226,Petrol,200,40.4,2.0
 A4,2016,15989,Manual,34066,Diesel,30,67.3,2.0
 A4,2016,16999,Manual,17019,Diesel,30,64.2,2.0
 A3,2016,23950,Semi-Auto,25344,Petrol,200,39.8,2.0
 A6,2014,16450,Semi-Auto,57700,Diesel,30,61.4,2.0
 A3,2015,11850,Manual,43988,Petrol,20,60.1,1.4
 Q2,2019,20950,Manual,3198,Diesel,145,49.6,1.6
 A3,2019,19950,Manual,2583,Diesel,145,51.4,1.6
 A3,2019,23950,Manual,2155,Diesel,145,51.4,1.6
 Q2,2019,22450,Manual,4195,Diesel,145,47.9,1.6
 Q2,2019,20850,Manual,2445,Diesel,145,49.6,1.6
 A4,2019,38950,Semi-Auto,5484,Diesel,145,44.1,2.0
 Q3,2019,32850,Semi-Auto,5450,Diesel,145,47.1,2.0
 A6,2019,41850,Semi-Auto,14051,Diesel,145,36.2,3.0
 Q7,2019,56950,Semi-Auto,13856,Diesel,145,32.8,3.0
 A3,2019,31950,Semi-Auto,6602,Petrol,145,34.9,2.0
 A5,2019,25950,Semi-Auto,8130,Diesel,145,67.3,2.0
 Q5,2019,47850,Semi-Auto,11751,Diesel,145,34.5,3.0
 A1,2019,20450,Semi-Auto,28,Petrol,145,44.8,1.5
 A1,2019,20450,Semi-Auto,44,Petrol,145,44.8,1.5
 A5,2020,27450,Semi-Auto,78,Diesel,145,47.1,2.0
 A5,2020,29950,Semi-Auto,480,Petrol,145,39.8,2.0
 A1,2020,21450,Manual,1000,Petrol,145,44.1,1.0
 A7,2018,26000,Automatic,21000,Diesel,145,52.3,3.0
 Q5,2015,17700,Semi-Auto,56586,Diesel,200,47.1,2.0
 TT,2016,32850,Semi-Auto,42829,Petrol,300,34.0,2.5
 Q3,2019,31950,Semi-Auto,6100,Petrol,145,32.1,2.0
 A4,2019,27950,Semi-Auto,4840,Diesel,145,44.8,2.0
 A4,2019,21950,Manual,7975,Petrol,145,39.2,2.0
 A4,2019,25950,Semi-Auto,9097,Diesel,145,45.6,2.0
 Q7,2019,54950,Semi-Auto,12195,Diesel,145,33.2,3.0
 A6,2019,36950,Semi-Auto,10618,Diesel,145,47.9,2.0
 A4,2019,22450,Manual,16500,Petrol,145,38.7,2.0
 A1,2019,20490,Semi-Auto,2983,Petrol,145,44.8,1.5
 A4,2015,12000,Automatic,74478,Diesel,200,47.1,2.0
 A4,2016,11500,Manual,40683,Petrol,125,53.3,1.4
 A3,2017,16000,Manual,19365,Petrol,20,60.1,1.4
 Q2,2018,23400,Automatic,33460,Diesel,145,58.9,2.0
 RS5,2018,42500,Semi-Auto,28249,Petrol,145,32.5,2.9
 A7,2017,30000,Semi-Auto,34128,Petrol,330,29.7,4.0
 A3,2017,11600,Manual,40795,Diesel,0,74.3,1.6
 Q2,2017,18750,Semi-Auto,20478,Petrol,145,54.3,1.4
 Q5,2017,25350,Semi-Auto,21146,Diesel,200,47.1,2.0
 A4,2018,24350,Semi-Auto,5229,Petrol,145,50.4,1.4
 Q3,2019,30790,Semi-Auto,6521,Petrol,145,31.7,2.0
 A1,2019,21990,Semi-Auto,2742,Petrol,145,44.8,1.5
 A1,2019,22490,Semi-Auto,1620,Petrol,145,44.8,1.5
 A1,2019,22490,Semi-Auto,1501,Petrol,145,44.8,1.5
 A1,2019,22790,Semi-Auto,547,Petrol,145,44.8,1.5
 Q5,2019,31490,Semi-Auto,9685,Diesel,145,38.2,2.0
 A3,2019,22890,Semi-Auto,2580,Diesel,145,50.4,2.0
 A3,2019,32850,Semi-Auto,6337,Petrol,145,34.9,2.0
 Q5,2017,25350,Semi-Auto,26396,Diesel,200,47.1,2.0
 Q5,2018,26995,Semi-Auto,12447,Diesel,145,56.5,2.0
 Q5,2015,21950,Semi-Auto,27141,Diesel,200,47.1,2.0
 A1,2016,14450,Semi-Auto,11349,Petrol,30,57.6,1.4
 Q7,2015,32450,Semi-Auto,31997,Diesel,200,47.9,3.0
 Q5,2018,25990,Semi-Auto,22224,Diesel,145,56.5,2.0
 Q3,2015,17650,Manual,38122,Diesel,145,52.3,2.0
 RS6,2017,56950,Semi-Auto,13051,Petrol,150,29.4,4.0
 Q8,2019,57970,Semi-Auto,7606,Diesel,145,33.6,3.0
 Q2,2019,20750,Manual,2200,Diesel,145,49.6,1.6
 Q2,2019,19980,Manual,2868,Diesel,145,49.6,1.6
 A8,2019,41995,Automatic,1898,Diesel,145,40.4,3.0
 Q3,2015,17490,Semi-Auto,42550,Petrol,145,47.9,1.4
 A3,2019,21750,Semi-Auto,15813,Petrol,145,42.2,1.5
 Q5,2019,31250,Semi-Auto,14120,Diesel,145,38.2,2.0
 Q5,2017,24800,Semi-Auto,18053,Diesel,200,47.1,2.0
 A4,2017,24450,Automatic,38221,Petrol,145,38.7,3.0
 Q7,2019,45500,Automatic,11717,Diesel,145,33.2,3.0
 A6,2019,26995,Automatic,6150,Diesel,145,50.4,2.0
 Q7,2019,46850,Automatic,50,Diesel,145,33.6,3.0
 Q7,2019,46500,Automatic,3450,Diesel,145,33.2,3.0
 A4,2019,23495,Automatic,8177,Diesel,145,51.4,2.0
 A3,2019,17995,Manual,7062,Diesel,145,49.6,1.6
 Q2,2019,21000,Manual,4775,Diesel,145,49.6,1.6
 Q5,2019,32500,Automatic,1547,Diesel,145,55.4,2.0
 A4,2019,26495,Automatic,6032,Petrol,145,38.7,2.0
 Q3,2019,26495,Manual,2288,Petrol,145,40.9,1.5
 Q3,2019,25250,Manual,3848,Petrol,145,40.9,1.5
 Q3,2019,26500,Manual,3974,Diesel,145,42.8,2.0
 A4,2020,42500,Semi-Auto,826,Diesel,145,40.4,3.0
 Q5,2019,33500,Semi-Auto,8566,Diesel,145,38.2,2.0
 A5,2019,33995,Automatic,3860,Diesel,145,50.4,2.0
 A4,2015,15999,Manual,29102,Diesel,20,68.9,2.0
 Q7,2016,37999,Automatic,36461,Diesel,0,156.9,3.0
 A4,2017,17599,Semi-Auto,29747,Diesel,30,62.8,2.0
 A3,2018,20799,Semi-Auto,10413,Diesel,145,62.8,2.0
 Q3,2019,35995,Automatic,4392,Petrol,145,32.1,2.0
 A1,2015,10995,Semi-Auto,50506,Petrol,20,60.1,1.4
 A1,2016,10250,Manual,47776,Diesel,0,76.3,1.6
 A3,2019,19500,Manual,7450,Diesel,145,52.3,1.6
 A6,2019,31500,Automatic,5235,Diesel,145,47.9,2.0
 Q3,2017,21995,Semi-Auto,9480,Petrol,145,47.9,1.4
 A1,2017,19995,Manual,24000,Petrol,150,39.2,2.0
 A1,2016,10795,Manual,21658,Petrol,0,67.3,1.0
 A6,2016,17950,Manual,32390,Diesel,125,58.9,2.0
 A4,2016,15489,Semi-Auto,54697,Diesel,30,65.7,2.0
 TT,2016,25995,Semi-Auto,27170,Petrol,200,40.9,2.0
 A6,2019,34995,Semi-Auto,20,Diesel,145,47.9,2.0
 Q3,2015,21495,Semi-Auto,29838,Petrol,200,40.4,2.0
 Q2,2019,23495,Semi-Auto,4084,Petrol,145,40.9,1.5
 A3,2019,18990,Semi-Auto,2620,Diesel,150,52.3,1.6
 A1,2019,18990,Manual,291,Petrol,150,46.3,1.5
 A3,2014,12995,Manual,38555,Petrol,20,60.1,1.4
 A1,2017,13795,Semi-Auto,22104,Petrol,30,57.6,1.4
 Q5,2019,29980,Semi-Auto,12500,Diesel,145,38.2,2.0
 A1,2019,21750,Semi-Auto,5024,Petrol,145,47.1,1.0
 Q7,2019,42500,Automatic,50,Diesel,145,33.6,3.0
 Q3,2020,29980,Manual,6840,Petrol,145,39.8,1.5
 Q3,2020,35995,Automatic,3911,Diesel,145,45.6,2.0
 A3,2019,22990,Semi-Auto,9967,Petrol,145,42.2,1.5
 A5,2019,33950,Semi-Auto,4054,Diesel,145,44.8,2.0
 Q5,2019,33950,Semi-Auto,4980,Diesel,145,38.2,2.0
 A7,2016,21950,Semi-Auto,31299,Diesel,125,61.4,3.0
 A6,2016,18995,Semi-Auto,39990,Diesel,30,61.4,2.0
 Q3,2017,19995,Manual,29041,Diesel,150,61.4,2.0
 Q3,2016,19490,Semi-Auto,40525,Diesel,165,50.4,2.0
 Q3,2017,21995,Semi-Auto,28988,Petrol,150,47.9,1.4
 Q3,2018,19995,Manual,19311,Petrol,150,51.4,1.4
 Q3,2017,19995,Manual,32565,Petrol,150,49.6,1.4
 A1,2019,22495,Semi-Auto,9801,Petrol,150,40.9,2.0
 A1,2019,22495,Semi-Auto,8750,Petrol,150,40.9,2.0
 Q3,2019,25500,Automatic,4000,Diesel,145,48.7,2.0
 A5,2019,37000,Automatic,5117,Diesel,145,45.6,2.0
 A5,2019,26500,Automatic,3797,Diesel,145,50.4,2.0
 R8,2019,116000,Automatic,2369,Petrol,145,22.6,5.2
 Q5,2016,22450,Semi-Auto,27266,Diesel,200,47.1,2.0
 A4,2015,12450,Automatic,54549,Diesel,0,72.4,2.0
 Q3,2018,26450,Semi-Auto,4847,Petrol,145,40.4,2.0
 Q5,2017,36490,Semi-Auto,27838,Petrol,150,34.0,3.0
 Q3,2017,20995,Semi-Auto,35852,Petrol,150,47.9,1.4
 Q2,2019,26490,Semi-Auto,14291,Petrol,150,39.8,1.5
 A5,2019,28500,Automatic,7769,Petrol,145,37.7,2.0
 Q2,2019,26000,Semi-Auto,7499,Petrol,145,40.9,1.5
 A6,2019,31500,Automatic,1000,Diesel,145,47.9,2.0
 A3,2016,18900,Semi-Auto,18486,Hybrid,0,176.6,1.4
 Q5,2019,35500,Automatic,8417,Diesel,145,38.2,2.0
 A6,2016,18900,Semi-Auto,38367,Diesel,30,61.4,2.0
 Q3,2016,20750,Semi-Auto,35233,Petrol,200,42.2,2.0
 A3,2017,12750,Manual,33761,Diesel,145,70.6,1.6
 A5,2019,26990,Automatic,9000,Petrol,145,39.8,2.0
 Q2,2018,22950,Semi-Auto,7441,Petrol,145,52.3,1.4
 A3,2019,23940,Automatic,5804,Diesel,145,51.4,2.0
 A4,2019,26990,Automatic,5556,Petrol,145,38.2,2.0
 A3,2019,24990,Automatic,8799,Petrol,145,42.2,1.5
 A3,2019,21990,Manual,3272,Diesel,145,55.4,2.0
 Q2,2019,29950,Automatic,6042,Petrol,145,33.2,2.0
 A4,2019,25450,Automatic,9181,Diesel,145,48.7,2.0
 Q5,2019,30950,Automatic,5824,Diesel,145,39.2,2.0
 Q5,2019,30950,Automatic,6107,Diesel,145,39.2,2.0
 A5,2019,28450,Automatic,6621,Diesel,145,47.1,2.0
 Q3,2020,34450,Semi-Auto,4500,Diesel,145,47.1,2.0
 Q7,2017,47450,Automatic,38513,Diesel,300,39.2,4.0
 A7,2017,25450,Semi-Auto,21134,Diesel,145,52.3,3.0
 Q2,2018,17950,Manual,15308,Petrol,145,55.4,1.0
